job title,company name,date,location,skills
Social Media Moderator,Genius System -,1 month ago,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Moderator · Social Media · Social media moderator · Marketing · Communication · Online Marketing
Account Manager,Trend Media Services -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital · Digital Advertising · Creative · Marketing · social · Advertising · Analytics · Communication
Sales Force Marketing Cloud Developer,FlairsTech -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Agile · business · Business Development · Communication · Development · Confluence · Education · JIRA · Marketing
Content Creator Specialist,Elev8Assessments -,1 month ago,"Cairo, Egypt ",Part TimeFreelance / ProjectWork From HomeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · English · Marketing · media · Writing · E-Marketing · Digital · Management
Trade Marketing & Branding Internship – Cairo Smart Village.,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,2 months ago,"Cairo, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Advertising · Marketing · E-Marketing
Graphic Designer - Alexandria,Petro group Automotive -,1 month ago,"Moharam Bek, Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Social Media · Website Design · Digital Marketing · Creative · Design · Graphic Design · Adobe Photoshop · Adobe illustrator
Marketing & Media Buyer Specialist (Real Estate),Property Hills -,2 months ago,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · Digital Marketing · Real Estate · Media · Marketing · E-Marketing
Marketing Specialist,Confidential -,2 months ago,"Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Digital Marketing · Content · Marketing · SEO · Social Media · Market Research · Writing
Media Buyer,Trend Media Services -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Advertising · Communication · Digital Marketing · facebook · Marketing · media · Media Buyer
Marketing Manager,DAOUD Group -,1 month ago,"Downtown, Cairo, Egypt ",Full TimeManager · 10 - 15 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Market Research · Marketing · Marketing manager · Social Media · Brand Marketing · corporate identity · B2B Marketing · Business Development
E - Commerce Manager,Confidential -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeManager · 3 - 5 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · e commerce · media · Operations · Social Media · Sales · English
Customer Success Manager,H2 INC -,1 month ago,"Cairo, Egypt ",Full TimeManager · 3+ Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Customer Support · Sales · Marketing · Customer · Key Accounts · Digital · Customer Acquisition
Marketing Communications Manager,Khamat -,1 month ago,"6th of October, Giza, Egypt ",Full TimeManager · 0 - 2 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Communication skills · Marketing · Social Media · Sales · Creative · Sales Skills · Computer Skills
Performance Marketing Executive,DE.CI -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Digital Marketing · Google Analytics · Marketing · Social Media · Digital · Google Adwords
Digital Media Buyer,DE.CI -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Analysis · Creative · Digital Marketing · E-Marketing · E-Commerce · Marketing · SEM · SEO
Social Media Moderator,CosmoCare Group  -,1 month ago,"Sharqia, Egypt ",Part TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · females_only · Customer Service/Support · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication skills · E-Marketing · Marketing · media · Online Marketing · Social Media · Digital
Account Manager,MWG -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · BTL · ATL · Digital · English · Marketing · Sales · sales skills · Sales Target
Senior Media Buyer,Archicaza -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Media Buying · Digital Marketing · Communication · PPC · English · Marketing · Content
Marketing Manager,Confidential -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeManager · 8+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Retail · Social Media · Market Research · Marketing Strategy · E-Commerce · business · media
Social Media Specialist,Juniors Academy -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · females_only · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Content · Digital · Creative · Marketing · Social Media · E-Marketing · Media
Social Media Specialist,Kanawat -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Social Media · Communication · Marketing · Digital · Microsoft Office · Presentation Skills · media
Media Buying Manager,Pioneers Now -,1 month ago,"Cairo, Egypt ",Full TimeManager · 4 - 8 Yrs of Exp · Business Development · Marketing/PR/Advertising · Media/Journalism/Publishing · Content · creative content · Digital Marketing · media · SEO · social · Social Media
Media Buyer,Parkville Pharmaceuticals -,1 month ago,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Google Ads · platforms · Social Media · Marketing
Social Media Specialist & Account Executive,Bee Interactive Ltd. -,11 days ago,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital · Negotiation · Social Media
Search Engine Optimization (SEO) Specialist,Studygram Worldwide -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Analyst/Research · Media/Journalism/Publishing · digital media · SEO · search · Content · google · Analytics · Analysis
Adwords Specialist,Fayed Travel -,2 months ago,"Giza, Egypt ",Freelance / ProjectExperienced · 3 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Ads · Search Engine Optimization · Google Ads · SEO · Marketing · Digital Marketing · Search Engine · Social Media
Marketing Specialist,Black Ball Sporting Club -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Communication · Digital · digital media · E-Marketing · Marketing · media · Online Marketing · Writing
Commercial Executive,Digisay -,1 month ago,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Project/Program Management · Account Management · Business Development · Marketing · sales skills · business
Media Buyer - (Real Estate),Ibridge Investments  -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Advertising · Buyer · Buyer persona · Digital Marketing · Marketing · media · SEO · Social Media
Media buyer,Foodhub -,1 month ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · males_only · Marketing/PR/Advertising · Ads · Digital · Buyer · Digital Marketing · facebook · Marketing · media · Media Buyer · Media Buying
Social Media Specialist,Confidential -,1 month ago,"Hadayek Alahram, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · SEO · Digital · digital media · E-Marketing · Editing · Marketing · media · Online Marketing
Senior Social Media Specialist,Confidential -,3 days ago,"Badr City, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · Marketing · Digital Marketing · E-Marketing · Real Estate · Content
Social Media Manager,Creator -,3 days ago,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · campaigns · digital media · E-Marketing · Marketing · SEO · Social Media · Digital · social media marketing
Motion Graphic Designer,Euruq AlSahra -,3 days ago,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · after effect · Motion Graphics · Infographics · adobe · Graphic Design · Adobe Photoshop · After Effects
Senior Motion Graphic Designer/Animator,Bee Interactive Ltd. -,3 days ago,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe After Effects · Graphic Design · Cinema 4D · Social Media · Adobe Animate · Arts · Animation
Senior Sales Executive,The Master Gate -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Business Development · Sales/Retail · SMS · Sales Field · Sales Target · Sales Plan · Outdoor Sales · Advertising · Advertising Media · Marketing
Business Development Executive,e-motion -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Business Development · Sales/Retail · Sales · Management · Project Management · Business Development · CRM · Microsoft Excel · Sales Target · Sales Skills
Graphic Designer,Pixel Online Marketing and Advertising -,2 months ago,"Dubai, United Arab Emirates ",Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Graphic Design · Animation · Adobe Photoshop · Design · Editing · Marketing
Tele Marketing Agent,Dynamicslink -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · females_only · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Telemarketing · Tele sales · English · Information Technology (IT) · Marketing · Communication · Sales
Social Media Moderator,As-Salam International Hospital -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Marketing · media · Customer Service · communications · Digital · social
Content Writer,Confidential -,10 days ago,"Shubra, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Media · Writing · Content Writing · Editing · Digital Marketing
Arabic Content Creator/ Social Media Moderator,Wisely Insure -,12 days ago,"Sheraton, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 2 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Content Creator · Social Media Moderator · Writing · Digital Marketing · Social Media · Marketing · English
Social Media Specialist,altameerarabian -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 8 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · Marketing · E-Marketing
Social Media Specialist,Confidential -,10 days ago,"Alexandria, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · E-Marketing · Marketing · Branding · Social Media · Presentation · Content Creation · Social Media Strategy
SME Manager - Loans,e Aswaaq Misr -,2 months ago,"Smart Village, Giza, Egypt ",Full TimeManager · 5 - 7 Yrs of Exp · Banking · Analyst/Research · Banking · Credit Risk · Customer Service · Information Technology (IT) · Management · Marketing · sales skills · Sales
Media Buyer,Happy Vision -,5 days ago,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Marketing · Social Media · Communication · Microsoft Office · Computer Science · Business Administration
Copywriter,El Wardany Group -,3 days ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Copywriting · Marketing · Writing · Social Media · copywriter · Arabic · Communication
Content Creator,Admireworks -,3 days ago,"Cairo, Egypt ",Freelance / ProjectWork From HomeExperienced · 2+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · content creator · Content Management · Copywriting · copywriter · Content · Marketing · SEO · Social Media
Marketing Director,Nile University -,2 days ago,"Sheikh Zayed, Giza, Egypt ",Full TimeSenior Management · 10+ Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Communication skills · Marketing · media · Communication · Performance · Management · Marketing Research · Marketing Campaigns
Content Team Leader,Social Peak -,5 days ago,"Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Media · Writing · English · Content Creation · Content
SEO Specialist,MWG -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · SEO · SEO marketing · E-Marketing · Search Engine · WordPress · Google Analytics · Analysis · Content · Content Management
Business Development Executive,Smart Technologies -,26 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · sales skills · Sales Target · payment · Commerce · Sales · Digital
Social Media Team leader,Rabeh E Marketing -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · Administration · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Media · Digital Marketing · Online Marketing · Microsoft Office · SEO · Content
Business Developer,Creator -,2 months ago,"Sheikh Zayed, Giza, Egypt ",Full TimeManager · 5+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Creative · English · Marketing · Communication · Sales · Mass Communication · Business Development · BTL
Search Engine Optimization Specialist,Creator -,2 months ago,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · communication · Content Writing · E-Marketing · SEO · SEM · Marketing · WordPress · Google Ads
Digital Application Integration Architect,Meem Development -,2 months ago,"Glim, Alexandria, Egypt ",Full TimeExperienced · 10 - 12 Yrs of Exp · IT/Software Development · AWS · Computer Engineering · Architect · Database · Computer Science · Information Technology (IT) · Oracle · XML · Java
Business Development Intern,Stepinside V-commerce -,9 days ago,"Smart Village, Giza, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · Business Development · Sales/Retail · Business Development · Management · Communication · Skills · English · Marketing · Sales · sales skills
SEO Specialist,Dottopia -,2 months ago,"Agouza, Giza, Egypt ",Full TimeWork From HomeExperienced · 1 - 2 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Strategy/Consulting · Analysis · SEO · Analytics · E-Marketing · Google Analytics · Marketing · Social Media
Sales Manager,Creator -,10 days ago,"Sheikh Zayed, Giza, Egypt ",Full TimeManager · 3+ Yrs of Exp · Operations/Management · Sales/Retail · Customer Service · English · Sales · Sales Target · Creative · CRM · Client Relations · Client Acquisition
French/English Translator,Teleperformance - Egypt -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Administration · Customer Service/Support · Writing/Editorial · Administration · Business Administration · Communication · Communication skills · business · English · french
E- Commerce Specialist,Confidential -,18 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · e commerce · Sales · E-Marketing · performance goals · Shipping · Listing products · NOON platform · AMAZON platform
Marketing Manager,Confidential -,23 days ago,"Heliopolis, Cairo, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Communication skills · CRM · English · Market Research · Social Media · media
Content Creator,Engosoft -,10 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · content creator · copywriter · Marketing · media · English · Content · Social Media
Sales Representative,Digital Corner -,2 days ago,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · females_preferred · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Customer Service · Sales · sales skills · Sales Target · Representative · Sales representative · Marketing
Content Creator Specialist,altameerarabian -,5 days ago,"Cairo, Egypt ",Full TimePart TimeEntry Level · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Content · Marketing · Social Media
Motion Graphics Designer,Hands of Hope Physical Therapy & Wellness -,16 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication skills · English · Marketing · Editing · WordPress · Creative · Market Research · Animation
Senior SEO & Content Marketing Specialist (Full Time - Cairo) ( AIT-JO133),Alnafitha -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Writing/Editorial · IT/Software Development · Marketing/PR/Advertising · Arabic · Communication · Content · E-Marketing · SEO · SEM · Marketing
Graphic Designer,Salem Capital -,23 days ago,"New Cairo, Cairo, Egypt ",Full TimeFreelance / ProjectExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Adobe Photoshop · Adobe illustrator · Fine Arts · Design · Graphic Design · illustrator · Marketing · media · photoshop
Search Engine Optimization Manager- 6th of October,luxury secrets -,2 months ago,"6th of October, Giza, Egypt ",Full TimeManager · 7+ Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · SEO · Google Analytics · Digital Marketing · Marketing · Social Media · Analytics · Search Engine Optimization
Brand Manager,Qualifications Development Bank -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · Branding · Marketing · Communication · English · Adobe Photoshop · Adobe illustrator · Design · Creative
Content Writer,CoatConnect -,15 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Data · Content · Marketing · media · Social Media · SEO · Writing · English
Creative Content Creator,Dealtio -,18 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Content · content creator · Content Management · Marketing · media · Online Marketing · Social Media · SEO
Senior key Account Executive,Wadi Degla Group -,18 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Advertising · Business Development · Customer Service · Events Sales · Events · Sales · Trade
Content Creator,Deli Techno -,25 days ago,"Alexandria, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Arabic · Content Creation · editing skills · Editing · Marketing · Social Media · Content
Content Creator,Nola Bakery -,27 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · content creator · Content Management · Marketing · Social Media · Content · copywriter · Editing
Telemarketer,Confidential -,2 months ago,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Sales/Retail · Telemarketing · Customer Support · Telesales · Telecommunication · communication · customer service · Customer Satisfaction
Media Buyer,DMV-Real Estate Valley  -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media Buyer · Marketing · Digital · Digital Marketing · Google Analytics · Planning · Research · Social Media · Writing
Brand Manager,HCPC-Clorox -,26 days ago,"Garden City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Brand · Brand Management · Business Administration · Branding · Advertising · Market Research · Marketing · Management
Customer Service And Sales Agent,Bee Interactive Ltd. -,1 month ago,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Customer Service · Sales · Communication · Digital · Presentation · Customer Support · Experience
Senior Content Creator,Osolutions -,20 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · Writing/Editorial · Marketing/PR/Advertising · content creator · copywriter · Creative · Social Media · WordPress · Creative Ideas · Creative Writing
Events Planner & Sales Representative,Cosmofun  -,19 days ago,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Hospitality · Hospitality Management · Sales · Sales Target · Sales Skills · Event Planning · Marketing · Communication
Purchaser,Saint-Gobain -,2 months ago,"Ain Sokhna, Suez, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Communication skills · ERP · MS Office · Communication · Management · Marketing · Digital Marketing · Social Media
YouTube & Social Media Specialist,Confidential -,26 days ago,"Alexandria, Egypt ",Full TimePart TimeExperienced · 3 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · E-marketing · Social Media · Social · Media · Design · Content
E - Commerce Sales Manager,Ibn Sina Pharma -,25 days ago,"New Cairo, Cairo, Egypt ",Full TimeManager · 9 - 10 Yrs of Exp · Sales/Retail · E-Commerce · E-Marketing · Sales Planning · Online Sales
Senior Social Media Specialist,Motorsports hub -,2 months ago,"Smart Village, Giza, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Content · E-Marketing · media · SEO · Social Media · Marketing
Account Manager,Lemon Agency -,2 months ago,"Tanta, Gharbia, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · client · Sales · Communication · Customer Service · Negotiation · sales skills · Skills · Marketing · Digital Marketing
Content Creator,Confidential -,1 month ago,"Alexandria, Egypt ",Part TimeFreelance / ProjectWork From HomeEntry Level · 0 - 2 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Writing · Proofreading · Marketing · Copy Writing · Social Media · English · Creative
Category Marketing Manager,Pyramid Poultry Co. -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeManager · 6 - 8 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Marketing · Business Administration · Communication skills · Social Media · Market Research
Communication Executive,Publicist Inc -,1 month ago,"Zamalek, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Public Relations (PR) · PR · Media · Marketing · Communication skills · Sales
Sales & Customer Service Agent,FloraDoor -,27 days ago,"Nozha, Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · males_only · Customer Service/Support · Sales/Retail · Sales · Marketing · Customer Support · English · Microsoft Office · Customer Service · sales skills · Microsoft
Senior Manager - E-Commerce and Operations,OSN -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeManager · Operations/Management · Marketing/PR/Advertising · Project/Program Management · Analysis · Commerce · Communication · Management · E-Commerce · Online Sales · Marketing
Creative Content Creator,Dumiah animation studio -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Online Marketing · Content Management · Social Media · SEO · Video Editing · Journalism
Head of Marketing Department,TH F & B Investments -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeSenior Management · 8 - 15 Yrs of Exp · Hospitality/Hotels/Food Services · Marketing/PR/Advertising · Analyst/Research · Marketing · Leadership · Communication skills · Management · Content · CRM · Communication
Business Development Manager,Alwadi Holding -,1 month ago,"Mohandessin, Giza, Egypt ",Full TimeManager · 7+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Communication · Management · Marketing · Sales · Development · Sales Target
Communication and PR Englsih Copywriter,Bee Interactive Ltd. -,1 month ago,"Zamalek, Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 6 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · English · Press · Public Relations (PR) · Writing · Copywriting · Marketing · Social Media
Graphic Designer,GT World OF Beauty -,1 month ago,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Adobe Photoshop · Design · Adobe Illustrator · Marketing · 2D · Photoshop · After Effects · Production · Graphic Design
E Commerce Manager,Future Group -,2 months ago,"Dokki, Giza, Egypt ",Full TimeManager · 5+ Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · E-Commerce · E-Marketing · Retail · business · Analysis · Web Design · Marketing · Commerce
Senior Graphic Designer 3D,Selah ElTelmeez For Publishing & printing -,2 months ago,"Obour City, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Graphic Design · Design · Art · Applied Arts · Fine Arts · Adobe Photoshop · Adobe Illustrator · Computer Skills
Senior Media Buying Executive,MENASSAT -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · campaigns · Digital Marketing · E-Marketing · Facebook ads · Marketing · Social Media · Management · facebook
Sales And Marketing Manager,Medcall-Egypt -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 5 Yrs of Exp · Business Development · Sales and marketing · sales skills
Marketing Manager,Leaders For Education -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeManager · 10+ Yrs of Exp · Administration · Marketing/PR/Advertising · Manager · Marketing manager · Social Media · events · Managment · Sales · Market Research · Marketing
Category Manager,Khalil Pharmacies -,1 month ago,"Alexandria, Egypt ",Full TimeManager · 3+ Yrs of Exp · Business Development · Medical/Healthcare · Purchasing/Procurement · Category Management · Retail · sales skills · Communication skills · Business Development · Purchasing Management · Negotiation
Content Creator,Semak -,1 month ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · SEO · Writing · Marketing · WordPress · Content Creator · Pharmaceutical
Social Media Manager,Venu Apps -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Digital Marketing · Marketing · Social Media · Startup · Media · Analysis
Senior SEO Specialist,Archicaza -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · SEO · E-Marketing · Google Analytics · CSS · HTML · English · Search Engine Optimization · Social Media
"Business Development Manager ""sales Scope""",ZIDNI INTERNATIONAL LLC.CO. -,1 month ago,"Muscat, Oman ",Full TimeExperienced · 3 - 5 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Advertising · Business Development · Communication · Marketing · Sales · Sales Target
Telesales Representative,Keys Group Services -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Sales/Retail · Communication · Communication skills · Customer Service · English · Marketing · Sales · sales skills · Tele sales · Telesales
